Date,Name,Client,Project,Hours,Role,Freelancer,Billable
7/22/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/22/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,8.14,Strategist,No,No
7/22/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,3.5,Designer,Yes,Yes
7/22/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,2.98,Designer,Yes,Yes
7/22/2021,Edmond Lynch,Streich - Jones,enable synergistic action-items,2,Designer,Yes,Yes
7/22/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/22/2021,Aurelia Strosin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Designer,No,Yes
7/22/2021,Aurelia Strosin,Streich - Jones,enable synergistic action-items,1,Designer,No,Yes
7/22/2021,Aurelia Strosin,"Wunsch, Brown and Beer",embrace turn-key e-markets,2,Designer,No,Yes
7/22/2021,Aurelia Strosin,"Grimes, Morar and Lemke",reinvent seamless channels,1.5,Designer,No,Yes
7/22/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,1,Designer,No,No
7/22/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,3,Account Manager,No,Yes
7/22/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,2,Account Manager,No,Yes
7/22/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,1.5,Account Manager,No,Yes
7/22/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.25,Account Manager,No,No
7/22/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,0.5,Account Manager,No,No
7/22/2021,Kattie Gerlach,Walsh and Sons,optimize killer solutions,0.25,Account Manager,No,Yes
7/22/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,5,Designer,No,Yes
7/22/2021,Macie Schamberger,Prohaska - Schiller,deliver scalable convergence,8,Designer,No,No
7/22/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,3,Executive Assistant,No,Yes
7/22/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,2,Executive Assistant,No,Yes
7/22/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,3,Executive Assistant,No,Yes
7/22/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,3.5,Writer,No,Yes
7/22/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,2.5,Writer,No,Yes
7/22/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,2,Writer,No,No
7/22/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,1.5,Writer,No,Yes
7/22/2021,Celine Quitzon,"Grimes, Morar and Lemke",reinvent seamless channels,3,Designer,No,Yes
7/22/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/22/2021,Adrienne Cremin,"Wunsch, Brown and Beer",embrace turn-key e-markets,6,Strategist,No,Yes
7/22/2021,Adrienne Cremin,"Torp, Schimmel and Metz",implement wireless markets,5,Strategist,No,Yes
7/22/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Strategist,No,Yes
7/22/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,3,Product,No,Yes
7/22/2021,Verner Wolf,"Grimes, Morar and Lemke",reinvent seamless channels,5,Product,No,Yes
7/22/2021,Beverly Hamill,"Torp, Schimmel and Metz",implement wireless markets,3,Strategist,No,Yes
7/22/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Strategist,No,Yes
7/23/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/23/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,1,Designer,No,No
7/23/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,5.98,Strategist,No,No
7/23/2021,Edd Hilll,Streich - Jones,enable synergistic action-items,8,Producer,No,Yes
7/23/2021,Edd Hilll,Prohaska - Schiller,transition user-centric interfaces,10,Producer,No,No
7/23/2021,Edd Hilll,Prohaska - Schiller,syndicate global platforms,9,Producer,No,No
7/23/2021,Edd Hilll,Prohaska - Schiller,enhance bricks-and-clicks communities,2,Producer,No,No
7/23/2021,Edd Hilll,"Torp, Schimmel and Metz",implement wireless markets,2,Producer,No,Yes
7/23/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.5,Strategist,No,No
7/23/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.33,Strategist,No,No
7/23/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/23/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,0.25,Account Manager,No,Yes
7/23/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,0.25,Account Manager,No,Yes
7/23/2021,Kattie Gerlach,Walsh and Sons,optimize killer solutions,0.25,Account Manager,No,Yes
7/23/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,0.5,Account Manager,No,Yes
7/23/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.5,Account Manager,No,No
7/23/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,3.75,Account Manager,No,Yes
7/23/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,2,Account Manager,No,No
7/23/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,0.5,Strategist,No,No
7/23/2021,Edmond Lynch,Streich - Jones,enable synergistic action-items,2,Designer,Yes,Yes
7/23/2021,Celine Quitzon,Prohaska - Schiller,transition user-centric interfaces,0.75,Designer,No,No
7/23/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,7.25,Designer,No,Yes
7/23/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
7/23/2021,Aurelia Strosin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3.5,Designer,No,Yes
7/23/2021,Aurelia Strosin,"Torp, Schimmel and Metz",implement wireless markets,1,Designer,No,Yes
7/23/2021,Nelson Frami,Prohaska - Schiller,deliver scalable convergence,36,Writer,No,No
7/23/2021,Nelson Frami,"Wunsch, Brown and Beer",engage end-to-end mindshare,2.5,Writer,No,Yes
7/23/2021,Nelson Frami,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
7/23/2021,Nelson Frami,Streich - Jones,enable synergistic action-items,0.5,Writer,No,Yes
7/23/2021,Nelson Frami,"Grimes, Morar and Lemke",reinvent seamless channels,0.5,Writer,No,Yes
7/23/2021,Brock Hane,Walsh and Sons,optimize killer solutions,2,Writer,No,Yes
7/23/2021,Brock Hane,"Kirlin, Nolan and Davis",redefine end-to-end e-business,10,Writer,No,Yes
7/23/2021,Brock Hane,"Grimes, Morar and Lemke",reinvent seamless channels,13,Writer,No,Yes
7/23/2021,Brock Hane,Streich - Jones,enable synergistic action-items,18,Writer,No,Yes
7/23/2021,Macie Schamberger,Prohaska - Schiller,deliver scalable convergence,8,Designer,No,No
7/23/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,1,Executive Assistant,No,Yes
7/23/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,2,Executive Assistant,No,Yes
7/23/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,4,Executive Assistant,No,Yes
7/23/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,1,Executive Assistant,No,Yes
7/23/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,1,Writer,No,Yes
7/23/2021,Marianna Armstrong,"Torp, Schimmel and Metz",implement wireless markets,2,Writer,No,Yes
7/23/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,3,Writer,No,No
7/23/2021,Marianna Armstrong,Prohaska - Schiller,incentivize impactful e-business,1,Writer,No,No
7/23/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,0.5,Writer,No,Yes
7/23/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,0.5,Writer,No,Yes
7/23/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
7/23/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/23/2021,Adrienne Cremin,"Torp, Schimmel and Metz",implement wireless markets,1,Strategist,No,Yes
7/23/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,5,Strategist,No,Yes
7/23/2021,Adrienne Cremin,Prohaska - Schiller,transition proactive networks,0.5,Strategist,No,No
7/23/2021,Verner Wolf,Prohaska - Schiller,transition user-centric interfaces,0.5,Product,No,No
7/23/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,7,Product,No,Yes
7/23/2021,Verner Wolf,"Grimes, Morar and Lemke",reinvent seamless channels,0.5,Product,No,Yes
7/23/2021,Beverly Hamill,"Torp, Schimmel and Metz",implement wireless markets,2,Strategist,No,Yes
7/23/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Strategist,No,Yes
7/23/2021,Edd Hilll,"Green, Price and Marks",grow cross-media content,3,Producer,No,Yes
7/23/2021,Edd Hilll,"Grimes, Morar and Lemke",reinvent seamless channels,6,Producer,No,Yes
7/23/2021,Edd Hilll,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Producer,No,Yes
7/23/2021,Edd Hilll,"Wunsch, Brown and Beer",engage end-to-end mindshare,5,Producer,No,Yes
7/23/2021,Edd Hilll,Prohaska - Schiller,deliver global infrastructures,1.5,Producer,No,No
7/24/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,0.25,Account Manager,No,Yes
7/24/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,0.25,Account Manager,No,Yes
7/24/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,5.9,Designer,Yes,Yes
7/24/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,1,Writer,No,Yes
7/24/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Strategist,No,Yes
7/25/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,2.97,Designer,Yes,Yes
7/26/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.25,Strategist,No,No
7/26/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6.59,Strategist,No,No
7/26/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,2.19,Designer,Yes,Yes
7/26/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.58,Strategist,No,No
7/26/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,3,Designer,Yes,Yes
7/26/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,0.25,Strategist,No,No
7/26/2021,Celine Quitzon,Prohaska - Schiller,transition user-centric interfaces,0.75,Designer,No,No
7/26/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/26/2021,Macie Schamberger,Prohaska - Schiller,grow distributed metrics,2.5,Designer,No,Yes
7/26/2021,Macie Schamberger,"Torp, Schimmel and Metz",implement wireless markets,1.5,Designer,No,Yes
7/26/2021,Macie Schamberger,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Designer,No,Yes
7/26/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
7/26/2021,Edmond Lynch,Streich - Jones,enable synergistic action-items,2,Designer,Yes,Yes
7/26/2021,Lester Keeling,"Grimes, Morar and Lemke",reinvent seamless channels,7,Designer,Yes,Yes
7/26/2021,Aurelia Strosin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Designer,No,Yes
7/26/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
7/26/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/26/2021,Aurelia Strosin,"Torp, Schimmel and Metz",implement wireless markets,1,Designer,No,Yes
7/26/2021,Aurelia Strosin,Wiegand and Sons,aggregate seamless e-commerce,1,Designer,No,Yes
7/26/2021,Kattie Gerlach,Walsh and Sons,optimize killer solutions,0.75,Account Manager,No,Yes
7/26/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,1,Account Manager,No,Yes
7/26/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,0.5,Account Manager,No,Yes
7/26/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,0.25,Account Manager,No,Yes
7/26/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1,Account Manager,No,No
7/26/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,3.5,Account Manager,No,Yes
7/26/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,0.5,Account Manager,No,No
7/26/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,3,Executive Assistant,No,Yes
7/26/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,2,Executive Assistant,No,Yes
7/26/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,2,Executive Assistant,No,Yes
7/26/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,1,Executive Assistant,No,Yes
7/26/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Strategist,No,Yes
7/26/2021,Aurelia Strosin,Bayer - Wiegand,whiteboard efficient users,1,Designer,No,Yes
7/26/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1.5,Writer,No,Yes
7/26/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,3,Designer,No,Yes
7/26/2021,Marianna Armstrong,"Torp, Schimmel and Metz",implement wireless markets,1.5,Writer,No,Yes
7/26/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Writer,No,Yes
7/26/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,0.5,Writer,No,Yes
7/26/2021,Celine Quitzon,"Grimes, Morar and Lemke",reinvent seamless channels,4.25,Designer,No,Yes
7/26/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,0.5,Writer,No,Yes
7/26/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,2,Writer,No,Yes
7/26/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,2.5,Writer,No,No
7/26/2021,Adrienne Cremin,Prohaska - Schiller,transition proactive networks,0.5,Strategist,No,No
7/26/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,7,Strategist,No,Yes
7/26/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/26/2021,Verner Wolf,"Grimes, Morar and Lemke",reinvent seamless channels,4,Product,No,Yes
7/26/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,3.5,Product,No,Yes
7/26/2021,Verner Wolf,Prohaska - Schiller,transition user-centric interfaces,0.5,Product,No,No
7/27/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,3.81,Designer,Yes,Yes
7/27/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,7.39,Strategist,No,No
7/27/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.32,Strategist,No,No
7/27/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
7/27/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/27/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/27/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,0.5,Strategist,No,No
7/27/2021,Lester Keeling,"Grimes, Morar and Lemke",reinvent seamless channels,6.67,Designer,Yes,Yes
7/27/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,2,Account Manager,No,No
7/27/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,1.5,Account Manager,No,Yes
7/27/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,0.5,Account Manager,No,Yes
7/27/2021,Kattie Gerlach,Walsh and Sons,optimize killer solutions,0.25,Account Manager,No,Yes
7/27/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,3.75,Account Manager,No,Yes
7/27/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,1.5,Account Manager,No,Yes
7/27/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,0.25,Account Manager,No,No
7/27/2021,Aurelia Strosin,"Torp, Schimmel and Metz",implement wireless markets,1,Designer,No,Yes
7/27/2021,Aurelia Strosin,Wiegand and Sons,aggregate seamless e-commerce,1,Designer,No,Yes
7/27/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,2,Designer,No,No
7/27/2021,Aurelia Strosin,Prohaska - Schiller,synthesize 24/365 infrastructures,2,Designer,No,No
7/27/2021,Edmond Lynch,Streich - Jones,enable synergistic action-items,2,Designer,Yes,Yes
7/27/2021,Macie Schamberger,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2.5,Designer,No,Yes
7/27/2021,Macie Schamberger,"Torp, Schimmel and Metz",implement wireless markets,2.5,Designer,No,Yes
7/27/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
7/27/2021,Macie Schamberger,Prohaska - Schiller,grow distributed metrics,2.5,Designer,No,Yes
7/27/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,2,Executive Assistant,No,Yes
7/27/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,2,Executive Assistant,No,Yes
7/27/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,1,Executive Assistant,No,Yes
7/27/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,3,Executive Assistant,No,Yes
7/27/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,4,Strategist,No,Yes
7/27/2021,Celine Quitzon,"Grimes, Morar and Lemke",reinvent seamless channels,6,Designer,No,Yes
7/27/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,2,Designer,No,Yes
7/27/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Writer,No,Yes
7/27/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Writer,No,Yes
7/27/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,1,Writer,No,Yes
7/27/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,2.5,Writer,No,Yes
7/27/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,1,Writer,No,Yes
7/27/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,0.5,Writer,No,Yes
7/27/2021,Marianna Armstrong,"Torp, Schimmel and Metz",implement wireless markets,0.5,Writer,No,Yes
7/27/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,1,Writer,No,No
7/27/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,5,Strategist,No,Yes
7/27/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/27/2021,Verner Wolf,"Grimes, Morar and Lemke",reinvent seamless channels,1,Product,No,Yes
7/27/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,7,Product,No,Yes
7/28/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
7/28/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/28/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6.68,Strategist,No,No
7/28/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,5.74,Designer,Yes,Yes
7/28/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.5,Strategist,No,No
7/28/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/28/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,3,Designer,Yes,Yes
7/28/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,0.58,Strategist,No,No
7/28/2021,Aurelia Strosin,Wiegand and Sons,aggregate seamless e-commerce,2,Designer,No,Yes
7/28/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,3.5,Designer,No,No
7/28/2021,Lester Keeling,"Green, Price and Marks",grow cross-media content,6,Designer,Yes,Yes
7/28/2021,Edmond Lynch,"Grimes, Morar and Lemke",reinvent seamless channels,2,Designer,Yes,Yes
7/28/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,1.25,Account Manager,No,Yes
7/28/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,4,Account Manager,No,Yes
7/28/2021,Kattie Gerlach,Prohaska - Schiller,syndicate global platforms,0.75,Account Manager,No,No
7/28/2021,Kattie Gerlach,"Grimes, Morar and Lemke",reinvent seamless channels,0.25,Account Manager,No,Yes
7/28/2021,Kattie Gerlach,Bayer - Wiegand,whiteboard efficient users,0.5,Account Manager,No,Yes
7/28/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,1.25,Account Manager,No,No
7/28/2021,Macie Schamberger,Prohaska - Schiller,grow distributed metrics,1.5,Designer,No,Yes
7/28/2021,Macie Schamberger,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Designer,No,Yes
7/28/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
7/28/2021,Macie Schamberger,Bayer - Wiegand,whiteboard efficient users,5,Designer,No,Yes
7/28/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,2,Executive Assistant,No,Yes
7/28/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,2,Executive Assistant,No,Yes
7/28/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,2,Executive Assistant,No,Yes
7/28/2021,Paris Spinka,Wiegand and Sons,aggregate seamless e-commerce,2,Executive Assistant,No,Yes
7/28/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,2,Strategist,No,Yes
7/28/2021,Celine Quitzon,Wiegand and Sons,aggregate seamless e-commerce,1,Designer,No,Yes
7/28/2021,Celine Quitzon,Prohaska - Schiller,transition user-centric interfaces,0.75,Designer,No,No
7/28/2021,Celine Quitzon,"Grimes, Morar and Lemke",reinvent seamless channels,4,Designer,No,Yes
7/28/2021,Celine Quitzon,"Green, Price and Marks",grow cross-media content,2.25,Designer,No,Yes
7/28/2021,Marianna Armstrong,"Torp, Schimmel and Metz",implement wireless markets,1,Writer,No,Yes
7/28/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,1.5,Writer,No,Yes
7/28/2021,Marianna Armstrong,Prohaska - Schiller,transition user-centric interfaces,2,Writer,No,No
7/28/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,1.5,Writer,No,Yes
7/28/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,1,Writer,No,Yes
7/28/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,0.5,Writer,No,Yes
7/28/2021,Marianna Armstrong,Wiegand and Sons,aggregate seamless e-commerce,0.5,Writer,No,Yes
7/28/2021,Marianna Armstrong,"Wunsch, Brown and Beer",engage end-to-end mindshare,0.5,Writer,No,Yes
7/28/2021,Adrienne Cremin,"Wunsch, Brown and Beer",embrace turn-key e-markets,3,Strategist,No,Yes
7/28/2021,Adrienne Cremin,"Kirlin, Nolan and Davis",redefine end-to-end e-business,4,Strategist,No,Yes
7/28/2021,Adrienne Cremin,Prohaska - Schiller,orchestrate 24/7 portals,1,Strategist,No,No
7/28/2021,Adrienne Cremin,Prohaska - Schiller,grow distributed metrics,1,Strategist,No,Yes
7/28/2021,Verner Wolf,"Green, Price and Marks",grow cross-media content,7.5,Product,No,Yes
7/28/2021,Verner Wolf,Prohaska - Schiller,transition user-centric interfaces,0.5,Product,No,No
7/29/2021,Aurelia Strosin,Prohaska - Schiller,transition user-centric interfaces,2,Designer,No,No
7/29/2021,Aurelia Strosin,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Designer,No,No
7/29/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,6.47,Strategist,No,No
7/29/2021,Kattie Gerlach,Streich - Jones,enable synergistic action-items,0.5,Account Manager,No,Yes
7/29/2021,Kattie Gerlach,"Green, Price and Marks",grow cross-media content,0.25,Account Manager,No,Yes
7/29/2021,Kattie Gerlach,Prohaska - Schiller,transition user-centric interfaces,0.5,Account Manager,No,No
7/29/2021,Kattie Gerlach,Prohaska - Schiller,deliver scalable convergence,6.75,Account Manager,No,No
7/29/2021,Rebekah Grady,Streich - Jones,enable synergistic action-items,1.6,Designer,Yes,Yes
7/29/2021,Anissa Dickinson,Prohaska - Schiller,enhance bricks-and-clicks communities,1,Strategist,No,No
7/29/2021,Aurelia Strosin,Prohaska - Schiller,enhance bricks-and-clicks communities,6,Designer,No,No
7/29/2021,Nolan Johnson,"Grimes, Morar and Lemke",reinvent seamless channels,4.5,Designer,Yes,Yes
7/29/2021,Anissa Dickinson,Prohaska - Schiller,transition user-centric interfaces,0.58,Strategist,No,No
7/29/2021,Anissa Dickinson,Prohaska - Schiller,orchestrate 24/7 portals,0.5,Strategist,No,No
7/29/2021,Lester Keeling,"Green, Price and Marks",grow cross-media content,4.17,Designer,Yes,Yes
7/29/2021,Macie Schamberger,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Designer,No,Yes
7/29/2021,Macie Schamberger,Prohaska - Schiller,implement e-business web-readiness,2.5,Designer,No,No
7/29/2021,Macie Schamberger,Prohaska - Schiller,grow distributed metrics,2,Designer,No,Yes
7/29/2021,Macie Schamberger,Prohaska - Schiller,orchestrate 24/7 portals,0.75,Designer,No,No
7/29/2021,Paris Spinka,"Green, Price and Marks",grow cross-media content,3,Executive Assistant,No,Yes
7/29/2021,Paris Spinka,"Grimes, Morar and Lemke",reinvent seamless channels,1,Executive Assistant,No,Yes
7/29/2021,Paris Spinka,Prohaska - Schiller,implement e-business web-readiness,3,Executive Assistant,No,No
7/29/2021,Paris Spinka,Streich - Jones,enable synergistic action-items,1,Executive Assistant,No,Yes
7/29/2021,Beverly Hamill,"Kirlin, Nolan and Davis",redefine end-to-end e-business,3,Strategist,No,Yes
7/29/2021,Celine Quitzon,"Green, Price and Marks",grow cross-media content,4,Designer,No,Yes
7/29/2021,Celine Quitzon,"Grimes, Morar and Lemke",reinvent seamless channels,4,Designer,No,Yes
7/29/2021,Marianna Armstrong,Streich - Jones,enable synergistic action-items,2,Writer,No,Yes
7/29/2021,Marianna Armstrong,"Grimes, Morar and Lemke",reinvent seamless channels,2,Writer,No,Yes
7/29/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Writer,No,Yes
7/29/2021,Marianna Armstrong,"Kirlin, Nolan and Davis",redefine end-to-end e-business,1,Writer,No,Yes
7/29/2021,Marianna Armstrong,"Torp, Schimmel and Metz",implement wireless markets,0.5,Writer,No,Yes
